laureate_id,laureate_name,prize_year,title,pub_year,paper_id,target_doi,journal,affiliation,is_prize_winning,field
20145,"langmuir, i",1932,the constitution and fundamental properties of solids and liquids,1917,2051995369,10.1016/S0016-0032(17)90938-X,journal of the franklin institute engineering and applied mathematics,general electric,YES,chemistry
20145,"langmuir, i",1932,the constitution and fundamental properties of solids and liquids part ii liquids,1917,2089260408,10.1016/S0016-0032(17)90088-2,journal of the franklin institute engineering and applied mathematics,general electric,YES,chemistry
20148,"fischer, h",1930,Einfluss der configuration auf die wirkung der enzyme.,1894,1992787746,10.1002/cber.18940270364,european journal of inorganic chemistry,,YES,chemistry
20149,"harden, a",1929,the alcoholic ferment of yeast juice,1906,1976820754,10.1098/rspb.1906.0029,,lister institute of preventive medicine,YES,chemistry
20150,"von euler, h",1929,enzymatische spaltung von dipeptiden ii,1926,2325081292,10.1515/bchm2.1926.157.1-3.122,biological chemistry,,YES,chemistry
20151,"windaus, a",1928,untersuchungen uber die konstitution des colchicins,1924,1987925710,10.1002/jlac.19244390106,european journal of organic chemistry,,YES,chemistry
20151,"windaus, a",1928,uber ein in chloroform unlosliches glykosid aus digitalis blattern das gitoxin,1925,2031036703,10.1002/cber.19250580818,european journal of inorganic chemistry,,YES,chemistry
20152,"wieland, h",1927,uber den mechanismus der oxydationsvorgange,1922,2314460680,10.1007/BF02322468,,,YES,chemistry
20153,"svedberg, t",1926,the ultra centrifuge a new instrument for the determination of size and distribution of size of particle in amicroscopic colloids,1924,2329751713,10.1021/ja01677a011,journal of the american chemical society,,YES,chemistry
20153,"svedberg, t",1926,determination of size and distribution of size of particle by centrifugal methods,1923,2334422461,10.1021/ja01665a016,journal of the american chemical society,,YES,chemistry
20154,"zsigmondy, r",1925,uber sichtbarmachung und grosenbestimmung ultramikoskopischer teilchen mit besonderer anwendung auf goldrubinglaser,1902,1981124145,10.1002/andp.19023150102,annalen der physik,,YES,chemistry
20157,"soddy, f",1921,the density of lead from ceylon thorite,1915,1988813223,10.1038/094615b0,nature,university of glasgow,YES,chemistry
20157,"soddy, f",1921,the origin of actinium,1913,1992056649,10.1038/091634a0,nature,university of glasgow,YES,chemistry
20157,"soddy, f",1921,cxxxii the atomic weight of lead from ceylon thorite,1914,2028328651,10.1039/CT9140501402,journal of the chemical society transactions,,YES,chemistry
20158,"nernst, w",1920,der energieinhalt fester stoffe,1911,2059200827,10.1002/andp.19113411207,annalen der physik,,YES,chemistry
20158,"nernst, w",1920,spezifische warme und quantentheorie,1911,1921764522,10.1002/bbpc.19110171809,,,YES,chemistry
20159,"haber, f",1918,uber die technische darstellung von ammoniak aus den elementen,1913,1949899304,10.1002/bbpc.19130190201,,,YES,chemistry
20160,"willstatter, r",1915,untersuchungen uber die anthocyane i uber den farbstoff der kornblume,1913,1973911009,10.1002/jlac.19134010205,european journal of organic chemistry,,YES,chemistry
20160,"willstatter, r",1915,zur kenntnis der hydrolyse von cellulose i,1913,1968331280,10.1002/cber.191304602174,european journal of inorganic chemistry,,YES,chemistry
20161,"richards, t",1914,revision des atomgewichtes von casium,1903,1542301768,10.1002/zaac.19030340131,zeitschrift fur anorganische und allgemeine chemie,harvard university,YES,chemistry
20161,"richards, t",1914,a revision of the atomic weights of sodium and chlorine 1,1905,2077742339,10.1021/ja01983a001,journal of the american chemical society,harvard university,YES,chemistry
20161,"richards, t",1914,revision der atomgewichte von natrium und chlor,1905,2089851537,10.1002/zaac.19050470108,zeitschrift fur anorganische und allgemeine chemie,harvard university,YES,chemistry
20163,"rutherford, e",1908,lxxxiv the radioactivity of thorium compounds ii the cause and nature of radioactivity,1902,2035526860,10.1039/CT9028100837,journal of the chemical society transactions,,YES,chemistry
10001,"thouless, dj",2016,ordering metastability and phase transitions in two dimensional systems,1973,2086860422,10.1088/0022-3719/6/7/010,journal of physics c solid state physics,university of washington,YES,physics
10002,"kosterlitz, jm",2016,ordering metastability and phase transitions in two dimensional systems,1973,2086860422,10.1088/0022-3719/6/7/010,journal of physics c solid state physics,brown university,YES,physics
10003,"haldane, fdm",2016,nonlinear field theory of large spin heisenberg antiferromagnets semiclassically quantized solitons of the one dimensional easy axis neel state,1983,2113166233,10.1103/PhysRevLett.50.1153,physical review letters,university of southern california,YES,physics
10004,"kajita, t",2015,evidence for oscillation of atmospheric neutrinos,1998,2134803267,10.1103/PhysRevLett.81.1562,physical review letters,university of tokyo,YES,physics
10005,"mcdonald, ab",2015,direct evidence for neutrino flavor transformation from neutral current interactions in the sudbury neutrino observatory,2002,1983987483,10.1103/PhysRevLett.89.011301,physical review letters,queen s university,YES,physics
10005,"mcdonald, ab",2015,measurement of the rate of ve d p p e interactions produced by 8b solar neutrinos at the sudbury neutrino observatory,2001,2137229134,10.1103/PhysRevLett.87.071301,physical review letters,university of oxford,YES,physics
10006,"akasaki, isamu",2014,p type conduction in mg doped gan treated with low energy electron beam irradiation leebi,1989,2069099261,10.1143/JJAP.28.L2112,japanese journal of applied physics,meijo university,YES,physics
10007,"amano, hiroshi",2014,p type conduction in mg doped gan treated with low energy electron beam irradiation leebi,1989,2069099261,10.1143/JJAP.28.L2112,japanese journal of applied physics,nagoya university,YES,physics
10008,"nakamura, shuji",2014,candela class high brightness ingan algan double heterostructure blue light emitting diodes,1994,2054227182,10.1063/1.111832,applied physics letters,university of california santa barbara,YES,physics
10009,"englert, f",2013,broken symmetry and the mass of gauge vector mesons,1964,2045120204,10.1103/PhysRevLett.13.321,physical review letters,,YES,physics
10010,"higgs, pw",2013,broken symmetries massless particles and gauge fields,1964,2223433365,10.1016/0031-9163(64)91136-9,physics letters,university of edinburgh,YES,physics
10010,"higgs, pw",2013,broken symmetries and the masses of gauge bosons,1964,1996413343,10.1103/PhysRevLett.13.508,physical review letters,university of edinburgh,YES,physics
10011,"haroche, serge",2012,quantum rabi oscillation a direct test of field quantization in a cavity,1996,2025623691,10.1103/PhysRevLett.76.1800,physical review letters,college de france,YES,physics
10011,"haroche, serge",2012,observing the progressive decoherence of the meter in a quantum measurement,1996,2091261194,10.1103/PhysRevLett.77.4887,physical review letters,college de france,YES,physics
10012,"wineland, david",2012,demonstration of a fundamental quantum logic gate,1995,1966533239,10.1103/PhysRevLett.75.4714,physical review letters,national institute of standards and technology,YES,physics
10012,"wineland, david",2012,generation of nonclassical motional states of a trapped atom,1996,2040136860,10.1103/PhysRevLett.76.1796,physical review letters,national institute of standards and technology,YES,physics
10012,"wineland, david",2012,a schrodinger cat superposition state of an atom,1996,2081210383,10.1126/science.272.5265.1131,science,national institute of standards and technology,YES,physics
10013,"perlmutter, s",2011,discovery of a supernova explosion at half the age of the universe,1998,2289091855,10.1038/34124,nature,lawrence berkeley national laboratory,YES,physics
10014,"schmidt, bp",2011,observational evidence from supernovae for an accelerating universe and a cosmological constant,1998,2073832139,10.1086/300499,the astronomical journal,australian national university,YES,physics
10015,"riess, adam g.",2011,observational evidence from supernovae for an accelerating universe and a cosmological constant,1998,2073832139,10.1086/300499,the astronomical journal,harvard university,YES,physics
10016,"novoselov, kostya s.",2010,electric field effect in atomically thin carbon films,2004,2058122340,10.1126/science.1102896,science,university of manchester,YES,physics
10017,"geim, andre k.",2010,electric field effect in atomically thin carbon films,2004,2058122340,10.1126/science.1102896,science,university of manchester,YES,physics
10018,"kao, kc",2009,dielectric fibre surface waveguides for optical frequencies,1966,2159795626,10.1049/piee.1966.0189,,,YES,physics
10019,"boyle, ws",2009,charge coupled semiconductor devices,1970,2113742150,10.1002/j.1538-7305.1970.tb01790.x,bell system technical journal,,YES,physics
10020,"smith, ge",2009,charge coupled semiconductor devices,1970,2113742150,10.1002/j.1538-7305.1970.tb01790.x,bell system technical journal,,YES,physics
10021,"nambu, yoichiro",2008,quasi particles and gauge invariance in the theory of superconductivity,1960,1965850850,10.1103/PhysRev.117.648,physical review,university of chicago,YES,physics
10021,"nambu, yoichiro",2008,dynamical model of elementary particles based on an analogy with superconductivity ii,1961,1998909324,10.1103/PhysRev.122.345,physical review,university of chicago,YES,physics
10021,"nambu, yoichiro",2008,axial vector current conservation in weak interactions,1960,2085522314,10.1103/PhysRevLett.4.380,physical review letters,university of chicago,YES,physics
10022,"kobayash, m",2008,cp violation in the renormalizable theory of weak interaction,1973,2169090745,10.1143/PTP.49.652,progress of theoretical physics,kyoto university,YES,physics
10023,"maskawa, t",2008,cp violation in the renormalizable theory of weak interaction,1973,2169090745,10.1143/PTP.49.652,progress of theoretical physics,kyoto university,YES,physics
10024,"fert, a",2007,giant magnetoresistance of 001 fe 001 cr magnetic superlattices,1988,1965245884,10.1103/PhysRevLett.61.2472,physical review letters,centre national de la recherche scientifique,YES,physics
10025,"grunberg, p",2007,layered magnetic structures evidence for antiferromagnetic coupling of fe layers across cr interlayers,1986,2024347200,10.1103/PhysRevLett.57.2442,physical review letters,forschungszentrum julich,YES,physics
10026,"mather, jc",2006,a preliminary measurement of the cosmic microwave background spectrum by the cosmic background explorer cobe satellite,1990,2079724444,10.1086/185717,the astrophysical journal,goddard space flight center,YES,physics
10027,"smoot, gf",2006,cobe differential microwave radiometers preliminary systematic error analysis,1992,1986563620,10.1086/172033,the astrophysical journal,university of california berkeley,YES,physics
10028,"glauber, rj",2005,coherent and incoherent states of the radiation field,1963,2228259595,10.1103/PhysRev.131.2766,physical review,harvard university,YES,physics
10028,"glauber, rj",2005,the quantum theory of optical coherence,1963,2592799394,10.1103/PhysRev.130.2529,physical review,harvard university,YES,physics
10029,"hall, jl",2005,carrier envelope phase control of femtosecond mode locked lasers and direct optical frequency synthesis,2000,2116393805,10.1126/science.288.5466.635,science,university of colorado boulder,YES,physics
10029,"hall, jl",2005,direct link between microwave and optical frequencies with a 300 thz femtosecond laser comb,2000,2003141184,10.1103/PhysRevLett.84.5102,physical review letters,university of colorado boulder,YES,physics
10030,"hansch, tw",2005,direct link between microwave and optical frequencies with a 300 thz femtosecond laser comb,2000,2003141184,10.1103/PhysRevLett.84.5102,physical review letters,max planck society,YES,physics
10030,"hansch, tw",2005,quantum phase transition from a superfluid to a mott insulator in a gas of ultracold atoms,2002,2007391198,10.1038/415039a,nature,max planck society,YES,physics
10030,"hansch, tw",2005,collapse and revival of the matter wave field of a bose einstein condensate,2002,2042827511,10.1038/nature00968,nature,max planck society,YES,physics
10031,"wilczek, f",2004,ultraviolet behavior of non abelian gauge theories,1973,2045472496,10.1103/PhysRevLett.30.1343,physical review letters,,YES,physics
10032,"gross, dj",2004,ultraviolet behavior of non abelian gauge theories,1973,2045472496,10.1103/PhysRevLett.30.1343,physical review letters,princeton university,YES,physics
10033,"politzer, hd",2004,reliable perturbative results for strong interactions,1973,2055032269,10.1103/PhysRevLett.30.1346,physical review letters,california institute of technology,YES,physics
10035,"leggett, aj",2003,quantum tunnelling in a dissipative system,1983,2009902266,10.1016/0003-4916(83)90202-6,annals of physics,university of illinois at urbana champaign,YES,physics
10035,"leggett, aj",2003,the spin dynamics of an anisotropic fermi supefluid 3he,1974,2066009244,10.1016/0003-4916(74)90277-2,annals of physics,university of illinois at urbana champaign,YES,physics
10035,"leggett, aj",2003,can a solid be superfluid,1970,2072230004,10.1103/PhysRevLett.25.1543,physical review letters,university of illinois at urbana champaign,YES,physics
10035,"leggett, aj",2003,interpretation of recent results on sup 3 he below 3 mk a new liquid phase,1972,2078803329,10.1103/PhysRevLett.29.1227,physical review letters,university of illinois at urbana champaign,YES,physics
10035,"leggett, aj",2003,theory of a superfluid fermi liquid i general formalism and static properties,1965,2086145101,10.1103/PhysRev.140.A1869,physical review,university of illinois at urbana champaign,YES,physics
10037,"koshiba, m",2002,evidence for oscillation of atmospheric neutrinos,1998,2134803267,10.1103/PhysRevLett.81.1562,physical review letters,university of tokyo,YES,physics
10037,"koshiba, m",2002,observation of a neutrino burst from the supernova sn1987a,1987,2068718327,10.1103/PhysRevLett.58.1490,physical review letters,university of tokyo,YES,physics
10038,"giacconi, r",2002,evidence for x rays from sources outside the solar system,1962,2029634216,10.1103/PhysRevLett.9.439,physical review letters,,YES,physics
10039,raymond davis jr.,2002,search for neutrinos from the sun,1968,2023878063,10.1103/PhysRevLett.20.1205,physical review letters,,YES,physics
10040,"cornell, ea",2001,observation of bose einstein condensation in a dilute atomic vapor,1995,1991602497,10.1126/science.269.5221.198,science,,YES,physics
10041,"ketterle, w",2001,bose einstein condensation in a gas of sodium atoms,1995,2132639490,10.1103/PhysRevLett.75.3969,physical review letters,,YES,physics
10042,"wiemann, ce",2001,observation of bose einstein condensation in a dilute atomic vapor,1995,1991602497,10.1126/science.269.5221.198,science,,YES,physics
10043,kroemer herbert,2000,heterostructure bipolar transistors and integrated circuits,1982,2154249635,10.1109/PROC.1982.12226,proceedings of the ieee,university of california santa barbara,YES,physics
10044,"alferov, zi",2000,ultranarrow luminescence lines from single quantum dots,1995,2071148840,10.1103/PhysRevLett.74.4043,physical review letters,russian academy of sciences,YES,physics
10044,"alferov, zi",2000,low threshold large to injection laser emission from inga as quantum dots,1994,2078503440,10.1049/el:19940939,electronics letters,russian academy of sciences,YES,physics
10045,"kilby, js",2000,invention of the integrated circuit,1976,2015233893,10.1109/T-ED.1976.18467,ieee transactions on electron devices,texas instruments,YES,physics
10046,"veltman, m",1999,regularization and renormalization of gauge fields,1972,2125707848,10.1016/0550-3213(72)90279-9,nuclear physics,university of michigan,YES,physics
10047,"thooft, g",1999,regularization and renormalization of gauge fields,1972,2125707848,10.1016/0550-3213(72)90279-9,nuclear physics,utrecht university,YES,physics
10048,"stormer, hl",1998,two dimensional magnetotransport in the extreme quantum limit,1982,2006294391,10.1103/PhysRevLett.48.1559,physical review letters,columbia university,YES,physics
10049,"tsui, dc",1998,two dimensional magnetotransport in the extreme quantum limit,1982,2006294391,10.1103/PhysRevLett.48.1559,physical review letters,princeton university,YES,physics
10050,"laughlin, rb",1998,anomalous quantum hall effect an incompressible quantum fluid with fractionally charged excitations,1983,1963826472,10.1103/PhysRevLett.50.1395,physical review letters,stanford university,YES,physics
10051,"phillips, wd",1997,observation of atoms laser cooled below the doppler limit,1988,2082337324,10.1103/PhysRevLett.61.169,physical review letters,national institute of standards and technology,YES,physics
10052,"cohentannoudji, c",1997,laser cooling below the one photon recoil by velocity selective coherent population trapping,1988,2083763968,10.1103/PhysRevLett.61.826,physical review letters,,YES,physics
10053,"chu, s",1997,observation of a single beam gradient force optical trap for dielectric particles,1986,2113372755,10.1364/OL.11.000288,optics letters,stanford university,YES,physics
10054,"lee, dm",1996,evidence for a new phase of solid he 3,1972,1985120730,10.1103/PhysRevLett.28.885,physical review letters,texas a m university,YES,physics
10054,"lee, dm",1996,new magnetic phenomena in liquidhe3below 3 mk,1972,2320840978,10.1103/PhysRevLett.29.920,physical review letters,texas a m university,YES,physics
10055,"osheroff, dd",1996,evidence for a new phase of solid he 3,1972,1985120730,10.1103/PhysRevLett.28.885,physical review letters,,YES,physics
10056,"richards, rc",1996,evidence for a new phase of solid he 3,1972,1985120730,10.1103/PhysRevLett.28.885,physical review letters,cornell university,YES,physics
10056,"richards, rc",1996,new magnetic phenomena in liquidhe3below 3 mk,1972,2320840978,10.1103/PhysRevLett.29.920,physical review letters,cornell university,YES,physics
10057,"perl, ml",1995,discovery of a narrow resonance in e e annihilation,1974,1985795857,10.1103/PhysRevLett.33.1406,physical review letters,ben gurion university of the negev,YES,physics
10057,"perl, ml",1995,the discovery of a second narrow resonance in e e annihilation,1974,2035537487,10.1103/PhysRevLett.33.1453,physical review letters,ben gurion university of the negev,YES,physics
10057,"perl, ml",1995,evidence for anomalous lepton production in e e annihilation,1975,2159227720,10.1103/PhysRevLett.35.1489,physical review letters,stanford university,YES,physics
10058,"reines, f",1995,detection of the free neutrino,1953,2246644974,10.1103/PhysRev.92.830,physical review,university of california irvine,YES,physics
10059,"shull, cg",1994,neutron diffraction by paramagnetic and antiferromagnetic substances,1951,1970822797,10.1103/PhysRev.83.333,physical review,massachusetts institute of technology,YES,physics
10060,"brockhouse, bn",1994,lattice vibrations in silicon and germanium,1959,2014082198,10.1103/PhysRevLett.2.256,physical review letters,atomic energy of canada limited,YES,physics
10060,"brockhouse, bn",1994,normal modes of germanium by neutron spectrometry,1958,2065464894,10.1103/PhysRev.111.747,physical review,atomic energy of canada limited,YES,physics
10061,"hulse, ra",1993,discovery of a pulsar in a binary system,1975,2019709661,10.1086/181708,the astrophysical journal,,YES,physics
10062,"taylor, jh",1993,discovery of a pulsar in a binary system,1975,2019709661,10.1086/181708,the astrophysical journal,,YES,physics
10063,"charpak, g",1992,the use of multiwire proportional counters to select and localize charged particles,1968,2039785230,10.1016/0029-554X(68)90371-6,nuclear instruments and methods,cern,YES,physics
10064,"degennes, pg",1991,coil stretch transition of dilute flexible polymers under ultrahigh velocity gradients,1974,2148849027,10.1063/1.1681018,journal of chemical physics,,YES,physics
10065,"taylor, re",1990,high energy inelastic e p scattering at 6 degrees and 10 degrees,1969,1497196551,10.1103/PhysRevLett.23.930,physical review letters,stanford university,YES,physics
10065,"taylor, re",1990,electron proton elastic scattering at high momentum transfers,1968,2014867412,10.1103/PhysRevLett.20.292,physical review letters,stanford university,YES,physics
10065,"taylor, re",1990,observed behavior of highly inelastic electron proton scattering,1969,2026217372,10.1103/PhysRevLett.23.935,physical review letters,stanford university,YES,physics
10066,"friedman, ji",1990,high energy inelastic e p scattering at 6 degrees and 10 degrees,1969,1497196551,10.1103/PhysRevLett.23.930,physical review letters,massachusetts institute of technology,YES,physics
10066,"friedman, ji",1990,electron proton elastic scattering at high momentum transfers,1968,2014867412,10.1103/PhysRevLett.20.292,physical review letters,massachusetts institute of technology,YES,physics
10066,"friedman, ji",1990,observed behavior of highly inelastic electron proton scattering,1969,2026217372,10.1103/PhysRevLett.23.935,physical review letters,massachusetts institute of technology,YES,physics
10067,"kendall, hw",1990,high energy inelastic e p scattering at 6 degrees and 10 degrees,1969,1497196551,10.1103/PhysRevLett.23.930,physical review letters,massachusetts institute of technology,YES,physics
10067,"kendall, hw",1990,electron proton elastic scattering at high momentum transfers,1968,2014867412,10.1103/PhysRevLett.20.292,physical review letters,massachusetts institute of technology,YES,physics
10067,"kendall, hw",1990,observed behavior of highly inelastic electron proton scattering,1969,2026217372,10.1103/PhysRevLett.23.935,physical review letters,massachusetts institute of technology,YES,physics
10067,"kendall, hw",1990,measurements of elastic electron deuteron scattering at high momentum transfers,1969,2067610198,10.1103/PhysRev.177.2075,physical review,,YES,physics
10068,"ramsey, nf",1989,magnetic shielding of nuclei in molecules,1950,2012130053,10.1103/PhysRev.78.699,physical review,harvard university,YES,physics
10069,"dehmelt, hg",1989,modulation of a light beam by precessing absorbing atoms,1957,1968293554,10.1103/PhysRev.105.1924,physical review,,YES,physics
10069,"dehmelt, hg",1989,slow spin relaxation of optically polarized sodium atoms,1957,1969076679,10.1103/PhysRev.105.1487,physical review,university of washington,YES,physics
10069,"dehmelt, hg",1989,spin resonance of free electrons polarized by exchange collisions,1958,2013364211,10.1103/PhysRev.109.381,physical review,university of washington,YES,physics
10070,"paul, w",1989,notizen ein neues massenspektrometer ohne magnetfeld,1953,2087165126,10.1515/zna-1953-0710,zeitschrift fur naturforschung a,,YES,physics
10071,"steinberger, j",1988,observation of high energy neutrino reactions and the existence of two kinds of neutrinos,1962,2000744791,10.1103/PhysRevLett.9.36,physical review letters,brookhaven national laboratory,YES,physics
10072,"schwartz, m",1988,observation of high energy neutrino reactions and the existence of two kinds of neutrinos,1962,2000744791,10.1103/PhysRevLett.9.36,physical review letters,brookhaven national laboratory,YES,physics
10073,"lederman, lm",1988,observation of high energy neutrino reactions and the existence of two kinds of neutrinos,1962,2000744791,10.1103/PhysRevLett.9.36,physical review letters,fermilab,YES,physics
10074,"muller, ka",1987,possible high tc superconductivity in the ba la cu o system,1986,1485300768,10.1007/BF01303701,european physical journal b,ibm,YES,physics
10075,"bednorz, jg",1987,possible high tc superconductivity in the ba la cu o system,1986,1485300768,10.1007/BF01303701,european physical journal b,ibm,YES,physics
10076,"binnig, g",1986,surface studies by scanning tunneling microscopy,1982,2110167104,10.1007/978-94-011-1812-5_1,physical review letters,,YES,physics
10077,"rohrer, h",1986,surface studies by scanning tunneling microscopy,1982,2110167104,10.1007/978-94-011-1812-5_1,physical review letters,ibm,YES,physics
10078,"ruska, e",1986,beitrag zur geometrischen elektronenoptik ii,1932,2120730528,10.1002/andp.19324040602,annalen der physik,,YES,physics
10079,"vonklitzing, k",1985,new method for high accuracy determination of the fine structure constant based on quantized hall resistance,1980,2061000251,10.1103/PhysRevLett.45.494,physical review letters,,YES,physics
10080,"rubbia, c",1984,experimental observation of lepton pairs of invariant mass around 95 gev c2 at the cern sps collider,1983,1996888950,10.1016/0370-2693(83)90188-0,physics letters b,cern,YES,physics
10080,"rubbia, c",1984,experimental observation of isolated large transverse energy electrons with associated missing energy at sqrt s 540 gev,1983,1674199955,10.1016/0370-2693(83)91177-2,physics letters b,cern,YES,physics
10081,"vandermeer, s",1984,experimental observation of isolated large transverse energy electrons with associated missing energy at sqrt s 540 gev,1983,1674199955,10.1016/0370-2693(83)91177-2,physics letters b,,YES,physics
10081,"vandermeer, s",1984,experimental observation of lepton pairs of invariant mass around 95 gev c2 at the cern sps collider,1983,1996888950,10.1016/0370-2693(83)90188-0,physics letters b,,YES,physics
10082,"fowler, wa",1983,excited states of the mirror nuclei li7 and be7,1951,2075687768,10.1103/PhysRev.82.159,physical review,california institute of technology,YES,physics
10083,"chandrasekhar, s",1983,the maximum mass of ideal white dwarfs,1931,2606047231,10.1086/143324,the astrophysical journal,university of chicago,YES,physics
10084,"wilson, kg",1982,renormalization group and critical phenomena 1 renormalization group and the kadanoff scaling picture,1971,2246296081,10.1103/PhysRevB.4.3174,physical review b,ohio state university,YES,physics
10084,"wilson, kg",1982,renormalization group and critical phenomena 2 phase space cell analysis of critical behavior,1971,2079216472,10.1103/PhysRevB.4.3184,physical review b,ohio state university,YES,physics
10085,"siegbahn, k",1981,ray spectroscopy in the precision range of 1 105,1956,1993527439,10.1016/0029-5582(56)90015-3,nuclear physics,,YES,physics
10086,"schawlow, al",1981,infrared and optical masers,1958,1964347990,10.1103/PhysRev.112.1940,physical review,stanford university,YES,physics
10087,"bloember, n",1981,light waves at the boundary of nonlinear media,1962,2109537480,10.1103/PhysRev.128.606,physical review,harvard university,YES,physics
10087,"bloember, n",1981,interactions between light waves in a nonlinear dielectric,1962,2020687655,10.1103/PhysRev.127.1918,physical review,harvard university,YES,physics
10088,"cronin, jw",1980,evidence for the 2 pi decay of the k2 0 meson,1964,2078141585,10.1103/PhysRevLett.13.138,physical review letters,university of chicago,YES,physics
10089,"fitch, v",1980,evidence for the 2 pi decay of the k2 0 meson,1964,2078141585,10.1103/PhysRevLett.13.138,physical review letters,princeton university,YES,physics
10090,"salam, a",1979,,,2078536640,10.1007/BF02726525,,,YES,physics
10091,"weinberg, s",1979,a model of leptons,1967,2070151728,10.1103/PhysRevLett.19.1264,physical review letters,university of texas at austin,YES,physics
10092,"glashow, sl",1979,partial symmetries of weak interactions,1961,2232454336,10.1016/0029-5582(61)90469-2,nuclear physics,university of copenhagen,YES,physics
10093,"kapitza, pl",1978,viscosity of liquid helium below the  point,1938,2029604900,10.1038/141074a0,nature,,YES,physics
10094,"wilson, rw",1978,a measurement of excess antenna temperature at 4080 mc s,1965,1997756830,10.1086/148307,the astrophysical journal,alcatel lucent,YES,physics
10095,"penzias, aa",1978,a measurement of excess antenna temperature at 4080 mc s,1965,1997756830,10.1086/148307,the astrophysical journal,bell labs,YES,physics
10096,"mott, n",1977,the basis of the electron theory of metals with special reference to the transition metals,1949,1972068641,10.1088/0370-1298/62/7/303,,university of bristol,YES,physics
10097,"anderson, pw",1977,absence of diffusion in certain random lattices,1958,2264002775,10.1103/PhysRev.109.1492,physical review,princeton university,YES,physics
10098,"van vleck, jh",1977,theory of the variations in paramagnetic anisotropy among different salts of the iron group,1932,1996895697,10.1103/PhysRev.41.208,physical review,,YES,physics
10098,"vanvleck, jh",1977,theory of the variations in paramagnetic anisotropy among different salts of the iron group,1932,1996895697,10.1103/PhysRev.41.208,physical review,,YES,physics
10099,"ting, scc",1976,experimental observation of a heavy particle j,1974,2041374439,10.1103/PhysRevLett.33.1404,physical review letters,massachusetts institute of technology,YES,physics
10100,"richter, b",1976,discovery of a narrow resonance in e e annihilation,1974,1985795857,10.1103/PhysRevLett.33.1406,physical review letters,stanford university,YES,physics
10100,"richter, b",1976,the discovery of a second narrow resonance in e e annihilation,1974,2035537487,10.1103/PhysRevLett.33.1453,physical review letters,stanford university,YES,physics
10101,"bohr, a.",1975,interpretation of isomeric transitions of electric quadrupole type,1953,2086905158,10.1103/PhysRev.89.316,physical review,,YES,physics
10101,"bohr, a.",1975,rotational states in even even nuclei,1953,2093806366,10.1103/PhysRev.90.717.2,physical review,,YES,physics
10102,"mottelson, br",1975,interpretation of isomeric transitions of electric quadrupole type,1953,2086905158,10.1103/PhysRev.89.316,physical review,niels bohr institute,YES,physics
10102,"mottelson, br",1975,rotational states in even even nuclei,1953,2093806366,10.1103/PhysRev.90.717.2,physical review,niels bohr institute,YES,physics
10103,"rainwater, j",1975,nuclear energy level argument for a spheroidal nuclear model,1950,2081328640,10.1103/PhysRev.79.432,physical review,columbia university,YES,physics
10104,"ryle, m",1974,solar radiation on 175 mc s,1946,2072256285,10.1007/978-94-009-7752-5_18,nature,,YES,physics
10105,"hewish, a",1974,observation of a rapidly pulsating radio source,1968,2018280393,10.1038/217709a0,nature,,YES,physics
10106,"esaki, l",1973,new phenomenon in narrow germanium p n junctions,1958,1968666095,10.1103/PhysRev.109.603,physical review,,YES,physics
10107,"giaever, i",1973,tunneling through thin insulating layers,1961,2001716999,10.1063/1.1735973,journal of applied physics,general electric,YES,physics
10107,"giaever, i",1973,electron tunneling between two superconductors,1960,2002706548,10.1103/PhysRevLett.5.464,physical review letters,general electric,YES,physics
10107,"giaever, i",1973,study of superconductors by electron tunneling,1961,2067175510,10.1103/PhysRev.122.1101,physical review,general electric,YES,physics
10107,"giaever, i",1973,energy gap in superconductors measured by electron tunneling,1960,2073782888,10.1103/PhysRevLett.5.147,physical review letters,general electric,YES,physics
10108,"josephson, bd",1973,possible new effects in superconductive tunnelling,1962,2566706182,10.1016/0031-9163(62)91369-0,physics letters,university of cambridge,YES,physics
10109,"schrieffer, jr",1972,theory of superconductivity,1957,2014437371,10.1103/PhysRev.108.1175,physical review,university of illinois at urbana champaign,YES,physics
10110,"cooper, ln",1972,theory of superconductivity,1957,2014437371,10.1103/PhysRev.108.1175,physical review,brown university,YES,physics
10111,"bardeen, j",1972,theory of superconductivity,1957,2014437371,10.1103/PhysRev.108.1175,physical review,university of illinois at urbana champaign,YES,physics
10112,"gabor, d",1971,a new microscopic principle,1948,1991101760,10.1038/161777a0,nature,college of science and technology,YES,physics
10112,"gabor, d",1971,microscopy by reconstructed wave fronts,1949,2067287942,10.1098/rspa.1949.0075,,college of science and technology,YES,physics
10113,"neel, l",1970,proprietes magnetiques des ferrites ferrimagnetisme et antiferromagnetisme,1948,2608873142,10.1051/anphys/194812030137,annales de physique,,YES,physics
10114,"alfven, h",1970,existence of electromagnetic hydrodynamic waves,1942,2049973561,10.1038/150405d0,nature,,YES,physics
10114,"alfven, h",1970,on the motion of cosmic rays in interstellar space,1939,1964244046,10.1103/PhysRev.55.425,physical review,,YES,physics
10115,"gellmann, m",1969,the axial vector current in beta decay,1960,2101447717,10.1007/BF02859738,il nuovo cimento,,YES,physics
10115,"gellmann, m",1969,symmetries of baryons and mesons,1962,2226963368,10.1103/PhysRev.125.1067,physical review,,YES,physics
10115,"gellmann, m",1969,theory of the fermi interaction,1958,1508439018,10.1103/PhysRev.109.193,physical review,,YES,physics
